Site,Parameter,Date (LST),Value,Unit,QCCode,OPCode
RIVR,T640-PM2.5 AQI,2023/05/11 00:00,8.67803,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/11 01:00,8.19326,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/11 02:00,8.6485,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/11 03:00,8.64494,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/11 04:00,9.39136,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/11 05:00,9.95226,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/11 06:00,10.80245,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/11 07:00,11.77054,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/11 08:00,14.36894,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/11 09:00,16.34447,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/11 10:00,17.29927,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/11 11:00,18.39135,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/11 12:00,22.40396,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/11 13:00,22.57411,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/11 14:00,18.41675,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/11 15:00,15.9389,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/11 16:00,16.01813,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/11 17:00,14.32871,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/11 18:00,14.1683,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/11 19:00,13.09315,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/11 20:00,13.0023,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/11 21:00,12.89214,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/11 22:00,13.3191,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/11 23:00,14.34115,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/12 00:00,15.52151,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/12 01:00,16.07619,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/12 02:00,18.70544,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/12 03:00,20.00815,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/12 04:00,20.20626,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/12 05:00,21.1215,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/12 06:00,20.4077,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/12 07:00,20.61591,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/12 08:00,23.93692,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/12 09:00,26.97784,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/12 10:00,29.05722,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/12 11:00,32.89927,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/12 12:00,31.90078,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/12 13:00,25.66635,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/12 14:00,19.37526,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/12 15:00,19.68769,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/12 16:00,20.52322,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/12 17:00,20.30533,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/12 18:00,20.20922,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/12 19:00,21.97967,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/12 20:00,22.00867,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/12 21:00,20.30544,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/12 22:00,21.49621,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/12 23:00,22.0769,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/13 00:00,22.71516,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/13 01:00,21.13672,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/13 02:00,22.85421,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/13 03:00,21.84711,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/13 04:00,21.50859,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/13 05:00,21.10812,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/13 06:00,25.35985,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/13 07:00,30.84748,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/13 08:00,32.79479,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/13 09:00,35.13576,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/13 10:00,33.35043,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/13 11:00,32.94668,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/13 12:00,26.00732,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/13 13:00,22.94592,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/13 14:00,22.09355,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/13 15:00,21.08632,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/13 16:00,20.69388,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/13 17:00,18.84983,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/13 18:00,16.34035,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/13 19:00,15.7709,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/13 20:00,17.65901,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/13 21:00,18.84476,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/13 22:00,19.14371,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/13 23:00,18.66902,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/14 00:00,22.88915,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/14 01:00,26.69782,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/14 02:00,29.14745,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/14 03:00,26.68392,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/14 04:00,28.63523,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/14 05:00,30.78379,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/14 06:00,34.51426,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/14 07:00,35.00181,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/14 08:00,36.79032,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/14 09:00,36.42249,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/14 10:00,29.29147,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/14 11:00,24.29994,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/14 12:00,19.97405,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/14 13:00,17.55017,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/14 14:00,16.76484,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/14 15:00,14.25738,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/14 16:00,15.74891,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/14 17:00,23.42144,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/14 18:00,16.11268,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/14 19:00,15.5772,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/14 20:00,14.93774,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/14 21:00,15.58519,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/14 22:00,16.51194,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/14 23:00,18.24584,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/15 00:00,22.33684,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/15 01:00,25.39751,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/15 02:00,26.24146,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/15 03:00,27.82133,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/15 04:00,29.37573,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/15 05:00,32.09949,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/15 06:00,32.98948,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/15 07:00,33.96149,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/15 08:00,33.77562,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/15 09:00,33.95402,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/15 10:00,35.89939,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/15 11:00,36.83519,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/15 12:00,31.26521,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/15 13:00,24.12587,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/15 14:00,20.85361,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/15 15:00,19.10963,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/15 16:00,17.13946,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/15 17:00,13.86424,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/15 18:00,11.34964,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/15 19:00,11.05231,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/15 20:00,15.58301,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/15 21:00,17.7938,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/15 22:00,19.87953,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/15 23:00,20.61957,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/16 00:00,21.4618,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/16 01:00,22.19258,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/16 02:00,20.70896,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/16 03:00,24.09745,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/16 04:00,27.50378,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/16 05:00,32.28697,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/16 06:00,33.92318,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/16 07:00,38.78754,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/16 08:00,43.87162,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/16 09:00,42.50982,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/16 10:00,41.88188,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/16 11:00,40.65912,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/16 12:00,28.2691,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/16 13:00,26.39692,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/16 14:00,22.44853,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/16 15:00,22.19891,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/16 16:00,18.56926,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/16 17:00,13.60316,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/16 18:00,11.6334,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/16 19:00,10.82001,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/16 20:00,10.41588,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/16 21:00,10.53955,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/16 22:00,10.76601,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/16 23:00,10.65085,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/17 00:00,10.19814,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/17 01:00,10.95866,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/17 02:00,13.06027,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/17 03:00,13.53755,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/17 04:00,14.59159,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/17 05:00,15.73372,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/17 06:00,17.30162,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/17 07:00,19.72175,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/17 08:00,23.23779,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/17 09:00,26.35056,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/17 10:00,29.22839,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/17 11:00,33.72093,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/17 12:00,30.02723,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/17 13:00,25.74124,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/17 14:00,24.09353,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/17 15:00,26.85854,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/17 16:00,20.77247,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/17 17:00,16.84597,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/17 18:00,14.00085,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/17 19:00,15.09755,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/17 20:00,14.87488,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/17 21:00,14.92991,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/17 22:00,14.40806,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/17 23:00,14.99252,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/18 00:00,14.78596,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/18 01:00,16.61221,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/18 02:00,17.7742,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/18 03:00,18.23557,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/18 04:00,20.36712,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/18 05:00,21.81315,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/18 06:00,25.02979,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/18 07:00,27.23301,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/18 08:00,29.47006,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/18 09:00,31.74886,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/18 10:00,30.29888,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/18 11:00,28.71822,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/18 12:00,27.97107,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/18 13:00,26.26721,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/18 14:00,23.84806,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/18 15:00,19.98623,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/18 16:00,16.88335,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/18 17:00,15.11044,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/18 18:00,12.77777,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/18 19:00,13.17049,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/18 20:00,14.60211,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/18 21:00,14.83143,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/18 22:00,15.16705,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/18 23:00,16.63618,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/19 00:00,19.25258,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/19 01:00,22.67115,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/19 02:00,27.07812,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/19 03:00,28.65477,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/19 04:00,30.07196,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/19 05:00,32.08177,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/19 06:00,33.71247,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/19 07:00,34.68253,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/19 08:00,37.09202,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/19 09:00,35.36691,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/19 10:00,28.99428,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/19 11:00,27.25036,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/19 12:00,29.07129,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/19 13:00,28.71658,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/19 14:00,26.34198,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/19 15:00,24.08563,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/19 16:00,20.5008,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/19 17:00,16.67219,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/19 18:00,15.89554,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/19 19:00,15.13114,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/19 20:00,16.10122,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/19 21:00,16.96521,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/19 22:00,17.60856,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/19 23:00,22.55635,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/20 00:00,21.8822,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/20 01:00,24.30046,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/20 02:00,25.65606,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/20 03:00,27.0075,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/20 04:00,29.36127,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/20 05:00,29.85121,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/20 06:00,31.68291,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/20 07:00,35.59364,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/20 08:00,37.35032,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/20 09:00,38.50387,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/20 10:00,36.2429,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/20 11:00,28.14452,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/20 12:00,19.99497,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/20 13:00,19.9578,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/20 14:00,19.18236,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/20 15:00,21.9157,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/20 16:00,18.9544,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/20 17:00,18.53848,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/20 18:00,15.40994,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/20 19:00,13.77447,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/20 20:00,14.57191,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/20 21:00,16.06338,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/20 22:00,16.5748,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/20 23:00,17.5299,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/21 00:00,17.907,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/21 01:00,17.65008,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/21 02:00,18.07642,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/21 03:00,19.12313,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/21 04:00,19.87074,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/21 05:00,19.78619,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/21 06:00,23.37911,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/21 07:00,26.33342,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/21 08:00,27.46418,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/21 09:00,28.12942,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/21 10:00,28.46493,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/21 11:00,27.70038,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/21 12:00,26.78328,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/21 13:00,27.17362,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/21 14:00,18.48558,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/21 15:00,10.49182,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/21 16:00,10.20341,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/21 17:00,11.81437,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/21 18:00,11.65972,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/21 19:00,11.60111,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/21 20:00,9.19533,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/21 21:00,10.62873,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/21 22:00,15.10294,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/21 23:00,17.27831,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/22 00:00,17.57874,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/22 01:00,19.12617,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/22 02:00,18.81018,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/22 03:00,21.41394,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/22 04:00,23.14109,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/22 05:00,24.8007,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/22 06:00,27.19464,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/22 07:00,29.33723,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/22 08:00,31.59235,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/22 09:00,32.80068,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/22 10:00,33.13662,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/22 11:00,32.60408,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/22 12:00,26.44407,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/22 13:00,25.47878,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/22 14:00,20.27385,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/22 15:00,17.53199,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/22 16:00,17.34497,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/22 17:00,13.43127,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/22 18:00,11.23724,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/22 19:00,10.3174,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/22 20:00,11.16679,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/22 21:00,11.19168,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/22 22:00,12.18498,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/22 23:00,19.4651,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/23 00:00,16.2361,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/23 01:00,11.63981,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/23 02:00,7.05612,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/23 03:00,6.35368,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/23 04:00,8.16656,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/23 05:00,11.26118,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/23 06:00,12.33561,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/23 07:00,12.4958,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2023/05/23 08:00,12.69495,ug/m3_LC,0,1
